soil_moisture_percent,temperature_c,humidity_percent,rainfall_mm,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_m_s,crop_type,crop_yield_ton_per_hectare,ldr_value
82.8,26.6,75.8,2029.6,210.9,47.7,101.4,3.6,Rice,4.96,369
52.6,32.2,71.7,665.4,116.0,48.7,78.7,3.15,Maize,4.33,491
67.8,27.0,55.1,361.4,137.7,34.2,49.2,3.77,Maize,5.7,503
62.4,22.6,59.1,436.4,102.2,66.3,42.8,3.78,Wheat,4.3,599
68.0,22.2,76.9,1203.9,54.2,69.3,65.1,2.7,Soybean,2.02,724
36.3,27.4,33.1,794.0,52.3,32.6,43.0,3.04,Jowar,1.8,807
60.8,27.0,67.9,925.9,54.6,73.9,51.5,3.73,Soybean,2.79,419
65.6,23.3,61.8,791.0,138.6,45.1,64.3,0.5,Maize,5.16,802
46.9,30.9,44.3,571.1,110.0,42.6,72.9,4.08,Cotton,2.87,579
63.6,28.3,86.5,779.3,40.4,58.6,58.0,5.03,Soybean,2.25,333
48.7,18.2,66.3,223.2,23.5,60.2,41.5,3.16,Chickpea,1.96,496
75.0,26.9,75.2,752.2,197.2,44.4,101.1,0.5,Rice,4.78,407
69.1,31.6,88.1,858.3,182.6,54.6,88.5,2.59,Rice,5.24,447
74.4,24.0,78.5,1150.4,191.3,61.7,73.5,3.51,Rice,5.06,458
36.4,29.8,58.1,808.9,72.5,41.0,30.9,3.26,Jowar,1.97,459
52.7,19.8,54.8,466.5,146.7,74.4,32.7,4.89,Wheat,4.78,617
52.9,34.9,71.5,834.9,104.9,45.7,62.2,4.53,Cotton,2.43,474
64.4,24.6,70.0,1240.5,146.0,39.7,55.1,3.29,Maize,4.47,360
60.2,23.0,67.3,842.7,138.2,26.0,76.1,4.22,Maize,5.09,487
78.2,30.6,73.6,1273.2,181.4,62.7,95.1,4.28,Rice,6.48,282
77.4,34.4,68.7,1629.6,223.9,64.9,182.1,2.49,Sugarcane,8.83,273
49.1,24.9,53.7,898.6,94.6,46.8,71.3,4.24,Cotton,2.15,598
78.2,29.3,70.7,1497.6,42.5,76.9,45.7,3.61,Soybean,1.36,229
66.4,25.4,49.9,861.7,30.9,48.0,55.7,0.95,Groundnut,1.98,688
56.0,14.3,70.2,973.6,154.4,45.3,70.8,4.12,Wheat,3.34,424
85.6,26.4,73.7,1994.0,201.8,117.9,147.5,2.57,Sugarcane,11.52,169
64.8,12.8,50.3,729.7,33.9,38.5,25.6,4.76,Chickpea,0.72,545
74.0,32.9,78.0,1642.4,182.1,68.9,81.6,0.83,Rice,5.51,246
53.3,17.9,71.4,438.6,107.7,47.4,33.7,6.86,Wheat,4.2,488
90.9,30.0,76.1,1039.5,94.7,78.0,82.1,1.52,Rice,3.91,418
54.4,23.1,61.5,458.1,194.0,28.9,57.3,3.24,Wheat,4.14,555
61.8,28.2,71.8,1080.9,59.6,71.6,51.4,6.72,Soybean,2.35,297
54.0,22.7,73.6,703.2,97.2,22.2,36.4,0.62,Wheat,4.4,677
92.0,34.0,91.0,1586.3,155.1,26.3,92.4,2.41,Rice,3.78,380
53.3,24.5,59.2,731.9,22.7,39.4,60.2,2.52,Groundnut,1.93,587
76.3,26.8,83.9,2500.0,165.3,56.7,57.8,3.78,Rice,4.43,346
36.6,32.3,47.7,320.5,60.6,41.3,38.5,5.31,Bajra,1.95,753
54.6,19.2,50.8,447.4,84.9,38.8,51.0,2.27,Wheat,4.26,629
36.7,30.8,48.0,337.1,57.0,35.5,52.7,3.78,Jowar,2.08,712
64.6,25.1,69.9,1126.0,35.2,51.6,40.7,5.2,Soybean,2.15,838
67.3,26.0,73.7,1058.0,170.4,44.2,67.1,4.84,Rice,4.21,566
55.7,33.2,56.1,802.2,44.9,62.9,48.4,2.65,Soybean,1.91,742
72.2,27.9,79.0,1079.1,129.8,86.6,115.9,3.53,Rice,4.19,315
59.6,27.0,76.6,1775.8,192.4,53.7,76.5,4.02,Rice,5.09,403
43.5,13.4,53.3,578.2,26.8,44.9,39.9,2.09,Chickpea,1.33,974
81.0,31.1,70.4,1850.5,115.3,87.4,151.4,3.61,Sugarcane,9.22,410
40.8,34.7,50.1,158.8,78.8,30.1,48.5,3.03,Cotton,2.22,867
52.6,20.8,52.8,417.2,110.7,45.6,45.2,2.7,Wheat,5.16,846
49.2,34.0,51.8,794.4,92.9,42.1,109.2,0.5,Cotton,2.04,715
52.4,23.2,59.2,909.1,95.7,54.9,53.7,4.14,Wheat,4.07,784
43.8,30.1,65.0,345.1,65.0,29.1,48.9,2.07,Bajra,2.04,608
75.0,29.5,59.6,417.7,146.9,53.0,52.4,4.81,Maize,3.86,681
37.4,28.7,55.6,972.0,73.3,46.5,79.0,1.64,Cotton,2.61,473
40.5,29.5,40.6,648.3,70.0,29.4,32.5,4.79,Jowar,1.92,1023
55.0,19.0,71.4,491.6,142.3,64.1,43.9,2.05,Wheat,4.48,551
65.2,31.5,54.5,972.6,28.9,42.8,49.5,1.98,Soybean,1.99,592
39.5,27.6,51.7,677.3,59.1,24.6,37.6,3.43,Jowar,2.01,842
53.5,34.0,65.8,567.7,40.7,67.3,52.2,4.93,Groundnut,1.85,466
53.9,13.3,61.2,606.1,126.4,34.7,23.6,1.71,Wheat,4.0,569
48.2,17.3,35.7,203.4,92.5,49.1,44.3,1.87,Wheat,3.87,672
56.9,20.4,55.8,622.3,113.0,45.0,22.8,2.05,Wheat,4.84,613
37.0,28.7,57.7,608.6,79.0,27.6,29.6,3.06,Bajra,1.82,538
49.8,30.9,51.3,731.5,102.8,42.7,77.2,3.64,Cotton,2.78,711
48.6,25.2,46.9,513.4,73.9,24.2,29.3,5.14,Jowar,1.69,668
57.3,27.1,72.9,696.9,41.8,56.3,51.7,1.59,Soybean,2.52,377
45.5,24.8,65.8,601.6,56.5,34.9,48.2,2.94,Jowar,1.9,490
56.8,31.5,61.4,927.2,48.8,26.6,44.6,2.83,Bajra,1.56,510
48.4,31.4,45.2,315.4,82.1,35.0,29.0,2.63,Cotton,2.38,643
53.5,28.7,53.0,746.4,100.2,46.9,50.7,3.85,Cotton,2.71,756
38.5,13.9,44.6,425.5,26.9,43.0,45.5,2.13,Chickpea,1.41,813
76.1,26.4,77.7,1057.1,146.6,50.5,80.0,3.68,Rice,6.36,408
47.7,22.1,57.7,460.9,60.3,37.5,38.7,2.34,Jowar,1.67,436
69.8,29.5,55.6,1038.0,152.1,31.4,64.8,5.66,Maize,4.16,636
73.3,30.4,66.5,1163.8,183.8,56.2,91.6,4.48,Rice,5.71,266
59.9,24.4,52.4,541.8,134.9,52.1,61.1,5.71,Wheat,4.12,672
52.5,20.6,59.1,780.0,128.8,42.8,65.8,1.52,Maize,4.45,571
61.8,22.4,71.9,1067.1,30.3,51.6,43.7,3.98,Soybean,2.13,340
48.5,15.5,69.1,312.4,32.1,34.6,39.5,0.5,Chickpea,2.0,421
38.7,29.6,45.8,437.1,62.5,43.6,55.1,3.53,Jowar,1.98,599
59.9,21.2,56.9,752.3,148.0,40.1,53.1,7.5,Maize,4.51,892
52.7,14.3,61.4,413.3,27.9,34.2,20.0,3.2,Chickpea,1.19,553
81.2,33.4,75.7,1649.0,196.7,54.7,143.1,1.74,Sugarcane,9.53,301
54.9,35.6,78.3,749.3,57.3,25.9,37.5,3.36,Bajra,1.15,562
58.1,17.9,50.4,726.9,128.0,47.2,50.7,6.03,Wheat,3.77,699
31.7,27.0,55.8,460.1,77.5,31.0,54.0,3.4,Bajra,1.75,787
56.7,21.9,69.0,1065.4,44.5,51.9,48.9,2.33,Groundnut,1.46,267
73.4,27.1,77.7,1429.0,211.4,57.0,115.1,1.59,Rice,6.32,180
29.4,31.0,45.4,227.3,73.6,29.0,33.0,4.17,Bajra,1.67,1023
35.9,30.6,62.3,356.0,103.3,45.2,62.1,0.65,Cotton,2.58,586
69.8,27.4,60.9,881.6,119.6,37.5,44.0,0.5,Maize,6.08,494
65.8,28.4,83.0,1284.1,151.8,44.8,53.4,2.76,Rice,4.96,347
43.3,29.2,55.2,313.1,65.4,41.8,52.6,1.99,Bajra,1.94,799
49.5,24.0,44.5,0.0,104.3,49.2,38.9,2.36,Wheat,3.41,579
54.5,17.9,69.3,613.4,155.7,78.7,48.0,4.43,Wheat,4.46,548
38.9,37.3,42.3,557.2,59.9,33.9,40.9,5.55,Jowar,1.75,709
42.9,26.8,41.3,577.3,52.2,34.8,38.5,3.59,Jowar,2.09,818
63.5,29.0,61.1,563.6,170.3,44.3,53.5,1.25,Maize,5.31,602
44.0,30.4,49.7,709.9,132.1,34.0,62.9,4.36,Cotton,3.01,564
74.7,24.7,81.6,1331.6,156.2,57.4,111.0,0.5,Rice,5.64,197
81.7,32.2,81.4,1640.6,168.7,73.5,111.3,0.95,Rice,5.63,0
65.0,25.5,64.8,534.0,150.4,32.5,40.9,2.0,Maize,4.87,697
64.5,31.3,73.4,960.1,37.7,76.1,43.2,0.5,Soybean,2.06,210
59.4,16.7,58.6,787.6,130.8,31.1,56.3,5.08,Wheat,4.33,506
47.5,19.2,60.5,335.9,26.8,49.2,39.5,1.12,Chickpea,2.01,857
85.8,25.9,72.0,1714.6,223.8,109.4,212.9,2.8,Sugarcane,11.32,287
66.5,26.3,90.1,1032.1,51.3,74.0,62.6,3.97,Soybean,2.44,394
67.4,32.6,59.3,598.9,129.6,38.8,59.9,0.83,Cotton,2.68,554
49.9,17.5,65.0,846.1,147.5,41.3,35.0,4.06,Wheat,4.29,614
57.6,27.6,52.4,724.0,97.7,46.6,63.5,2.23,Cotton,2.61,626
47.4,35.7,62.6,325.0,65.8,27.0,45.6,1.9,Bajra,1.5,518
59.1,16.0,59.3,335.7,34.2,54.5,39.6,1.98,Chickpea,1.66,819
50.3,14.7,63.6,239.0,146.7,49.7,49.2,5.45,Wheat,3.81,557
51.2,33.7,67.5,1102.0,88.6,30.6,84.5,2.29,Cotton,2.61,258
48.1,27.6,58.4,1064.3,177.0,42.6,34.6,1.89,Maize,4.8,484
62.7,27.9,87.3,2185.2,174.6,64.0,74.6,2.94,Rice,4.91,291
64.1,15.3,70.2,537.8,119.7,33.3,37.2,2.45,Wheat,4.31,342
62.6,26.7,69.5,1104.9,44.9,45.0,72.1,5.65,Soybean,2.12,559
75.4,28.5,68.9,898.4,180.5,55.5,68.8,5.22,Rice,4.43,586
58.7,36.9,69.3,1346.0,138.1,44.9,64.3,2.68,Maize,3.0,730
22.5,31.0,43.6,0.0,48.2,19.5,44.4,3.64,Bajra,1.53,667
41.7,31.1,41.8,736.2,53.8,36.7,39.5,0.5,Jowar,1.63,795
44.6,31.5,65.3,547.8,126.9,45.6,74.1,3.07,Cotton,3.08,296
68.7,29.0,74.5,969.0,38.9,46.0,56.2,5.38,Soybean,2.2,358
58.1,29.5,60.1,784.1,116.7,48.5,46.9,1.07,Maize,4.85,571
52.5,29.8,61.7,1063.3,99.3,46.3,78.8,5.05,Cotton,2.39,568
63.9,21.9,60.5,492.7,99.8,38.2,50.1,4.48,Maize,4.35,581
58.1,27.0,58.1,546.0,52.5,48.6,65.1,6.93,Soybean,2.3,587
45.2,29.2,51.6,673.7,118.3,47.3,56.9,1.85,Cotton,2.76,543
50.5,29.3,51.7,803.4,63.8,38.4,49.6,3.66,Jowar,1.69,551
39.2,13.9,51.5,373.8,91.8,43.8,56.8,0.5,Wheat,3.77,716
26.0,35.4,59.8,313.5,49.8,31.7,34.2,3.39,Bajra,1.53,700
41.2,30.4,64.1,700.0,157.6,39.4,82.5,2.34,Cotton,2.88,630
73.0,24.4,81.4,1414.3,162.4,57.8,72.0,1.91,Rice,6.55,467
65.0,24.2,84.5,1377.0,42.7,49.4,39.1,4.98,Soybean,1.55,479
47.9,25.7,53.3,432.9,145.4,48.7,55.3,1.12,Wheat,3.62,382
67.0,27.8,63.3,1047.8,39.2,52.9,59.5,1.49,Soybean,2.16,419
77.2,32.5,77.2,1723.9,114.1,40.4,102.2,7.16,Rice,5.6,289
82.4,32.0,85.2,2500.0,182.7,74.0,133.4,3.62,Sugarcane,8.95,100
36.3,26.0,50.3,226.2,60.3,35.2,27.2,2.22,Jowar,1.75,851
87.9,25.4,78.6,1870.3,222.0,33.1,112.9,2.32,Rice,4.48,400
85.9,28.9,76.6,1827.6,189.6,81.3,96.6,2.6,Rice,6.28,290
75.1,26.2,76.7,1597.0,138.6,48.3,73.1,7.3,Rice,5.41,348
72.7,34.6,65.6,1919.9,232.7,110.3,211.9,2.2,Sugarcane,8.39,559
63.7,28.8,79.4,733.3,154.7,50.9,98.8,6.38,Rice,4.99,361
30.3,29.9,41.5,219.5,55.7,40.2,42.3,0.59,Bajra,2.1,707
42.3,27.1,54.4,500.5,46.2,60.5,56.5,3.83,Groundnut,1.99,769
68.0,25.6,69.8,776.9,26.3,32.3,57.7,4.42,Soybean,2.37,550
80.5,32.0,86.2,1536.8,215.4,67.3,52.1,2.6,Rice,6.24,486
80.8,28.1,71.6,1849.7,138.9,54.1,79.3,2.2,Rice,6.56,392
52.5,26.0,57.7,555.7,34.2,59.8,40.4,5.85,Soybean,2.14,714
67.5,28.2,72.5,939.5,139.4,48.2,55.7,1.16,Maize,6.45,358
33.2,33.4,36.2,274.1,62.9,25.1,48.7,5.23,Bajra,1.85,640
79.6,28.1,85.8,1820.7,173.7,68.3,98.4,2.51,Rice,6.52,249
58.1,19.2,71.7,373.2,158.3,44.7,39.9,1.72,Wheat,5.41,123
64.4,30.5,45.6,1424.5,124.2,44.0,36.5,2.45,Maize,4.46,648
81.9,30.8,74.8,1346.4,210.0,52.8,77.8,4.33,Rice,5.31,517
58.9,23.7,64.5,696.0,138.2,55.6,38.6,4.09,Wheat,4.56,544
52.6,16.9,52.8,347.5,101.2,47.2,35.9,5.0,Wheat,3.91,631
70.5,25.0,85.4,932.4,31.4,61.0,60.9,2.65,Soybean,2.18,507
50.7,20.8,40.3,583.4,135.7,70.8,48.3,3.82,Wheat,5.6,717
53.3,19.4,48.1,508.6,121.3,66.2,74.0,1.07,Wheat,4.82,824
77.3,29.1,72.6,1557.6,159.1,67.8,93.9,4.51,Rice,5.95,689
63.3,19.5,76.1,810.0,165.5,53.9,60.8,4.45,Wheat,4.49,535
54.1,30.3,47.8,586.4,46.5,69.2,61.0,3.35,Groundnut,2.03,811
57.7,16.0,68.2,555.3,110.7,44.8,30.3,4.48,Wheat,4.85,595
53.8,24.7,54.8,844.7,120.2,69.7,42.8,3.63,Wheat,3.55,626
71.3,33.4,71.3,1264.8,237.3,61.6,86.4,3.25,Rice,5.25,449
82.8,27.2,84.3,1054.5,199.6,56.0,100.9,4.42,Rice,4.79,349
65.7,21.2,65.4,255.1,132.4,38.4,59.6,3.74,Maize,3.51,742
66.8,25.0,68.7,1057.2,41.9,84.4,56.7,3.09,Soybean,2.09,214
66.2,25.1,76.2,1033.1,36.4,43.6,48.1,4.16,Soybean,2.25,360
75.9,27.9,73.8,1660.8,200.9,93.6,182.8,1.43,Sugarcane,10.31,441
37.8,15.6,52.3,265.8,23.3,53.4,42.8,4.24,Chickpea,1.91,552
48.8,31.8,55.2,864.8,130.2,55.7,60.4,5.58,Cotton,2.99,568
33.5,26.1,68.7,199.8,51.3,20.5,56.5,1.88,Jowar,1.64,460
60.9,22.6,71.8,730.4,128.7,41.2,50.9,3.19,Wheat,3.77,536
83.8,23.4,73.5,1408.4,179.0,58.9,79.0,3.98,Rice,5.02,503
68.9,19.1,71.7,327.0,159.9,41.6,43.1,7.01,Wheat,3.89,739
57.2,22.8,65.2,365.3,101.7,64.1,27.6,5.35,Wheat,3.27,643
71.3,22.0,62.2,625.6,132.5,38.2,62.9,6.01,Maize,4.85,453
59.1,32.4,66.0,2282.9,164.6,55.1,93.7,4.86,Rice,3.22,365
30.4,28.9,36.4,270.3,71.3,20.5,55.6,5.44,Bajra,1.71,863
69.3,21.9,69.8,912.1,174.7,43.8,43.2,0.5,Maize,4.5,673
60.2,29.3,63.5,943.8,61.7,70.9,72.4,2.67,Soybean,2.24,191
61.6,21.1,71.2,302.7,77.9,49.0,49.1,3.26,Wheat,4.41,585
41.3,31.0,48.8,657.9,74.7,25.0,35.1,3.85,Jowar,2.36,386
71.9,31.6,84.8,1667.5,205.1,82.9,214.6,4.18,Sugarcane,10.32,377
39.6,31.0,51.0,807.0,121.3,31.7,55.6,3.41,Cotton,2.48,688
74.0,27.2,73.2,1098.0,158.6,66.2,172.8,2.7,Sugarcane,7.58,488
44.8,34.6,48.5,537.6,77.1,21.9,32.3,0.5,Bajra,1.7,804
75.2,28.7,72.7,2005.7,214.7,96.4,139.1,1.37,Sugarcane,11.5,370
54.4,22.9,56.1,380.0,117.2,48.4,45.4,1.61,Wheat,4.7,540
92.0,24.7,80.8,970.6,152.6,69.8,88.7,4.17,Rice,4.19,426
44.5,18.9,60.7,468.3,32.1,51.0,42.9,2.66,Chickpea,2.04,768
55.2,25.0,67.3,260.0,27.8,48.2,47.5,2.14,Chickpea,1.32,549
52.8,24.1,80.7,531.6,41.2,51.2,44.8,2.34,Soybean,1.84,432
86.2,28.8,83.4,2110.1,174.2,69.0,102.8,0.97,Rice,4.9,58
38.1,35.5,56.6,463.2,57.6,31.5,44.7,4.2,Bajra,1.89,794
58.2,20.7,70.4,622.1,52.7,60.0,58.0,2.5,Soybean,1.53,421
85.9,27.6,92.7,1076.6,146.3,36.9,87.9,5.5,Rice,6.31,172
66.5,19.0,79.1,568.4,113.6,50.9,64.0,4.83,Wheat,4.56,369
47.0,15.1,45.5,603.9,30.8,41.6,30.9,0.5,Chickpea,1.28,559
44.7,30.8,78.7,898.0,134.9,37.5,83.7,3.2,Cotton,3.07,360
68.8,27.6,62.2,1037.7,50.2,48.5,48.0,0.5,Soybean,2.26,696
69.0,28.5,84.0,1773.9,128.6,61.1,92.3,1.84,Rice,5.16,383
38.4,23.0,51.8,294.8,34.5,55.5,38.5,6.85,Chickpea,1.52,888
42.4,26.0,59.3,351.9,48.5,37.5,42.8,4.36,Bajra,1.47,836
66.9,27.5,71.7,965.2,51.4,73.8,51.8,3.46,Soybean,2.55,310
80.0,22.6,78.9,1994.5,105.1,63.8,91.1,1.54,Rice,4.67,346
55.3,26.3,50.8,1078.1,47.3,52.7,61.4,4.25,Soybean,2.38,812
56.6,27.7,51.6,651.9,104.4,47.7,84.9,3.12,Cotton,2.85,977
51.3,26.8,60.4,595.1,44.3,67.3,57.2,3.56,Groundnut,2.2,368
38.5,30.0,49.7,561.7,65.1,27.9,23.8,3.84,Bajra,1.89,450
89.0,33.9,81.5,1769.7,170.5,59.3,90.6,4.5,Rice,4.96,350
28.2,27.4,44.7,0.0,82.0,40.2,60.0,2.63,Jowar,1.78,706
70.8,20.2,61.9,628.0,142.6,41.9,53.1,3.74,Wheat,3.72,414
55.4,13.9,41.8,601.6,135.4,49.2,46.1,2.57,Wheat,3.57,768
84.8,27.2,94.9,1251.0,169.4,54.1,70.5,6.86,Rice,5.01,135
66.2,23.9,79.6,766.0,131.9,39.5,64.3,2.39,Maize,5.11,71
58.0,32.4,79.4,1237.5,35.8,80.3,40.8,0.64,Groundnut,1.53,349
35.8,37.8,54.2,171.9,50.7,41.7,47.3,0.5,Bajra,1.24,693
85.0,25.0,77.7,1648.2,160.0,47.6,101.1,2.52,Rice,5.1,412
80.8,32.7,91.8,1348.8,243.7,49.4,66.8,3.77,Rice,5.24,399
56.4,18.4,49.3,482.7,174.3,50.9,41.2,4.23,Wheat,4.31,700
74.9,30.4,57.2,744.2,168.9,33.0,47.9,3.09,Maize,4.81,548
51.5,20.1,67.9,585.5,147.4,50.6,44.9,0.5,Wheat,4.93,421
58.0,21.4,79.1,997.6,140.7,40.8,63.1,6.11,Maize,5.36,138
57.4,15.7,53.0,934.9,139.3,61.6,45.8,5.0,Wheat,4.23,526
89.1,26.6,71.1,1918.3,206.8,106.8,202.0,3.56,Sugarcane,10.48,480
55.1,30.1,65.3,653.6,108.9,33.7,76.3,3.83,Cotton,2.7,627
56.0,20.1,56.5,668.6,27.9,70.0,63.2,1.5,Soybean,1.85,901
49.7,27.3,50.3,554.6,70.8,20.1,33.0,2.7,Jowar,1.88,635
79.0,25.1,82.6,1717.5,165.2,56.4,66.0,4.97,Rice,5.63,15
45.9,21.5,48.2,730.2,48.6,48.4,45.8,5.17,Jowar,1.48,774
55.2,10.6,55.5,806.2,138.7,55.2,36.7,3.68,Wheat,3.06,741
88.2,29.0,82.6,1800.2,131.7,56.3,91.5,4.49,Rice,4.54,98
56.9,26.5,72.2,644.3,25.3,77.0,42.6,3.86,Soybean,1.81,239
41.1,25.6,53.9,549.9,28.2,39.5,34.0,5.76,Chickpea,1.37,654
76.6,27.9,74.4,1858.2,169.9,25.7,75.4,0.5,Rice,5.83,422
42.6,26.1,45.6,435.4,32.1,45.8,41.8,1.4,Chickpea,1.56,538
50.5,20.0,63.3,901.7,92.2,34.3,47.8,5.36,Wheat,2.83,464
67.0,28.3,57.1,995.7,117.8,25.1,46.5,6.27,Maize,4.83,436
52.2,26.9,53.3,1014.8,40.5,66.8,76.0,1.82,Groundnut,1.71,403
30.0,37.0,64.0,439.8,58.7,31.0,36.9,2.39,Bajra,1.63,373
40.2,16.9,50.8,220.7,20.0,43.0,37.9,1.85,Chickpea,1.28,712
87.2,29.3,72.3,1608.4,221.0,88.1,223.7,4.57,Sugarcane,11.29,304
48.5,13.9,60.3,354.5,135.4,50.7,59.9,3.17,Wheat,3.71,508
46.6,38.9,41.9,405.3,59.5,23.9,29.7,4.57,Bajra,1.39,345
66.1,32.4,69.6,1579.4,197.4,47.2,105.9,0.5,Rice,4.38,640
55.6,30.1,52.0,122.0,41.0,50.0,49.7,4.66,Groundnut,1.67,555
76.2,32.1,86.4,1380.6,188.5,61.3,49.4,3.51,Rice,5.44,269
50.6,24.3,44.8,455.3,21.6,45.0,33.1,2.73,Chickpea,1.26,538
80.4,27.9,81.3,2076.7,179.1,106.8,185.0,1.46,Sugarcane,10.71,307
38.7,19.7,64.2,544.9,27.3,36.6,34.7,4.54,Chickpea,1.74,329
47.0,26.3,69.3,425.1,34.8,57.8,60.1,0.51,Groundnut,2.08,542
78.9,28.7,83.6,1837.4,247.8,120.0,198.2,2.18,Sugarcane,8.81,232
45.9,24.5,61.4,1217.7,121.6,45.4,62.2,0.52,Maize,4.24,624
48.0,34.5,66.2,695.6,39.8,55.2,63.7,6.54,Groundnut,2.15,355
42.1,27.3,53.3,238.6,44.0,35.6,49.2,5.99,Jowar,2.01,576
80.3,29.9,89.0,1622.6,146.7,66.1,97.1,5.9,Rice,6.05,214
34.2,34.8,54.0,612.8,68.9,29.0,30.3,7.28,Bajra,1.81,932
27.3,27.3,50.1,380.8,128.3,37.3,77.3,4.16,Cotton,2.27,460
28.4,24.9,82.7,731.3,69.1,33.0,39.7,5.79,Jowar,1.4,429
73.4,27.1,83.8,2175.2,124.3,79.3,126.1,3.07,Rice,5.77,131
74.7,32.8,67.8,2289.2,236.5,109.1,103.3,1.57,Sugarcane,9.89,359
79.4,18.2,71.5,1782.0,209.7,105.8,178.4,3.35,Sugarcane,7.43,440
83.5,28.5,80.1,1759.4,223.3,60.1,70.7,2.58,Rice,5.75,310
46.6,18.9,53.4,485.8,25.2,37.5,30.8,3.96,Chickpea,1.68,680
61.5,31.8,41.3,713.5,42.1,63.4,36.3,3.49,Groundnut,1.77,742
70.9,27.9,72.7,1546.2,188.7,32.8,73.5,4.85,Rice,5.54,275
49.5,19.0,60.4,693.4,106.2,44.8,48.7,3.65,Wheat,4.66,530
48.9,29.7,59.2,925.5,116.9,37.1,102.1,2.4,Cotton,3.18,297
48.7,21.4,57.8,698.6,32.5,57.4,64.3,0.65,Groundnut,1.63,529
74.4,32.7,81.5,1738.7,178.4,38.7,194.7,2.29,Sugarcane,10.72,168
46.6,35.1,57.0,538.0,89.6,42.9,83.6,3.88,Cotton,2.66,570
69.7,24.7,66.1,991.5,145.3,52.5,44.6,4.01,Maize,5.11,589
47.3,29.9,62.4,446.9,59.9,27.2,48.2,2.44,Jowar,2.12,634
87.3,27.3,83.4,2244.0,162.5,63.9,96.6,3.64,Rice,4.75,293
69.1,22.6,71.2,570.1,110.0,53.0,40.9,4.68,Maize,4.39,657
78.1,28.0,81.6,1102.7,194.6,56.9,92.6,0.65,Rice,6.16,0
58.2,18.2,64.0,516.0,152.3,57.9,34.4,6.38,Wheat,5.5,620
56.5,24.8,79.0,839.1,213.3,47.3,39.7,1.48,Maize,5.36,396
44.3,28.7,59.2,632.2,119.9,21.0,85.4,3.65,Cotton,2.64,564
43.9,18.8,52.3,607.9,155.1,43.9,47.5,3.6,Wheat,5.2,441
56.8,24.2,57.4,449.4,136.7,49.3,49.4,1.57,Wheat,4.12,697
33.9,29.8,67.1,1036.2,133.8,30.6,30.3,4.52,Cotton,2.33,636
51.0,19.2,61.3,530.1,96.5,53.6,45.6,1.85,Wheat,4.62,727
83.2,26.9,79.6,2019.2,250.0,57.4,99.0,2.9,Sugarcane,9.67,252
62.7,30.5,84.6,1376.4,167.1,79.9,69.6,3.16,Rice,4.47,393
77.0,27.5,84.6,1825.2,170.3,81.2,185.8,5.14,Sugarcane,11.5,390
88.1,25.4,85.2,1381.6,250.0,97.0,158.0,2.83,Sugarcane,7.92,564
53.9,33.7,63.1,684.0,114.9,43.5,74.1,2.53,Cotton,2.83,723
45.7,26.1,43.9,685.0,31.8,46.8,20.0,2.6,Chickpea,1.07,706
84.9,23.4,81.4,1373.5,168.9,62.7,95.0,3.04,Rice,5.61,334
53.1,27.8,72.8,564.1,41.0,52.7,45.0,5.38,Soybean,1.7,506
40.4,30.8,36.9,487.7,53.3,30.8,42.0,5.27,Jowar,2.75,785
81.7,29.0,72.8,2053.4,161.0,62.0,114.4,3.93,Rice,6.06,230
68.1,25.3,67.7,1040.2,37.2,49.8,36.2,3.84,Soybean,2.46,575
79.0,27.9,80.0,1208.4,116.2,46.3,88.8,2.23,Rice,6.4,246
81.5,25.8,83.8,1762.3,209.6,38.0,83.2,2.87,Rice,5.41,146
48.6,27.6,40.9,533.8,104.4,48.9,78.0,4.09,Cotton,2.59,774
64.2,25.2,75.5,1344.2,122.1,33.0,57.2,5.01,Maize,4.47,280
72.0,22.3,73.5,544.7,177.2,48.5,43.9,1.02,Wheat,4.17,442
60.5,31.2,67.3,1011.5,51.7,59.9,52.8,1.55,Soybean,2.22,160
70.9,17.3,61.1,798.9,136.8,40.5,59.1,1.62,Wheat,3.71,660
54.6,27.9,54.3,1010.5,110.0,32.3,65.0,3.22,Cotton,2.6,568
39.1,22.8,58.5,437.9,29.6,30.7,35.0,0.5,Chickpea,1.78,589
51.6,27.2,58.8,645.5,135.5,57.9,55.8,2.33,Maize,4.81,648
76.7,29.8,86.8,2086.7,222.0,52.6,74.7,0.8,Rice,5.25,249
51.4,21.4,60.8,568.6,149.1,42.9,63.5,4.41,Wheat,4.43,470
57.6,25.9,50.0,574.6,136.1,56.6,46.7,5.19,Wheat,4.7,951
75.1,27.4,82.8,1085.4,189.2,51.0,94.5,0.5,Rice,5.31,276
76.6,32.0,84.2,908.9,136.4,60.2,98.0,4.24,Rice,4.5,497
36.3,28.6,50.5,295.0,70.2,26.1,52.3,3.25,Bajra,1.71,954
58.6,23.0,69.5,911.2,54.9,67.5,47.2,1.31,Soybean,2.2,371
67.6,19.9,78.8,726.7,107.7,32.4,44.1,2.4,Wheat,4.35,428
62.3,31.9,69.1,672.4,37.3,47.9,58.8,1.75,Soybean,2.04,375
73.6,27.2,70.7,1533.6,250.0,76.2,151.1,3.6,Sugarcane,11.09,532
92.0,26.8,82.8,1186.0,146.8,65.9,95.3,1.74,Rice,5.95,282
88.6,27.9,67.8,1971.9,244.5,65.6,128.6,3.72,Sugarcane,8.98,184
